ID,Name,canonicalName,GBIF_ID,GBIF_NAME,rank,kingdom,phylum,class_,order,family,genus,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey
brachiariamarlothii,Brachiaria marlothii,Brachiaria marlothii,4132874,Brachiaria marlothii Stent,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Brachiaria,6,7707728,196,1369,3073,2704067
brachiarianigropedata,Brachiaria nigropedata,Brachiaria nigropedata,4132721,Brachiaria nigropedata Stapf,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Brachiaria,6,7707728,196,1369,3073,2704067
brachystelma,Brachystelma,Brachystelma,7151155,Brachystelma R.Br.,GENUS,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Brachystelma,6,7707728,220,412,6701,7151155
brachystelmaarnotii,Brachystelma arnotii,Ceropegia arnotii,9489951,Ceropegia arnotii (Bak.) Bruyns,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Ceropegia,6,7707728,220,412,6701,7150518
brachystelmacupulatum,Brachystelma cupulatum,Ceropegia cupulata,9522221,Ceropegia cupulata (R.A.Dyer) Bruyns,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Ceropegia,6,7707728,220,412,6701,7150518
brachystelmadinteri,Brachystelma dinteri,Brachystelma dinteri,7900675,Brachystelma dinteri Schltr.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Brachystelma,6,7707728,220,412,6701,7151155
brachystelmagymnopodum,Brachystelma gymnopodum,Ceropegia pygmaea,3573721,Ceropegia pygmaea Schinz,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Ceropegia,6,7707728,220,412,6701,7150518
bradornisinfuscatus,Bradornis infuscatus,Bradornis infuscatus,2492640,"Bradornis infuscatus (A.Smith, 1839)",SPECIES,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Bradornis,1,44,212,729,9322,2492638
bradornismariquensis,Bradornis mariquensis,Bradornis mariquensis,2492643,"Bradornis mariquensis A.Smith, 1847",SPECIES,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Bradornis,1,44,212,729,9322,2492638
bradyporidae,Bradyporidae,Bradyporidae,3259707,Bradyporidae,FAMILY,Animalia,Arthropoda,Insecta,Orthoptera,Bradyporidae,,1,54,216,1458,3259707,
brevicepsadspersus,Breviceps adspersus,Breviceps adspersus,5218071,"Breviceps adspersus Peters, 1882",SPECIES,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,1,44,131,952,3079,3240854
brideliamollis,Bridelia mollis,Bridelia mollis,3076115,Bridelia mollis Hutch.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Phyllanthaceae,Bridelia,6,7707728,220,1414,8807,7729911
broomeiaellipsospora,Broomeia ellipsospora,Broomeia ellipsospora,2534301,Broomeia ellipsospora Höhn.,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Broomeiaceae,Broomeia,5,34,186,1499,8441,2534296
bubalornisalbirostris,Bubalornis albirostris,Bubalornis albirostris,2494074,"Bubalornis albirostris (Vieillot, 1817)",SPECIES,Animalia,Chordata,Aves,Passeriformes,Ploceidae,Bubalornis,1,44,212,729,9336,2494072
bubo,Bubo,Bubo,5959091,"Bubo Duméril, 1806",GENUS,Animalia,Chordata,Aves,Strigiformes,Strigidae,Bubo,1,44,212,1450,9348,5959091
buboafricanus,Bubo africanus,Bubo africanus,5959111,"Bubo africanus (Temminck, 1821)",SPECIES,Animalia,Chordata,Aves,Strigiformes,Strigidae,Bubo,1,44,212,1450,9348,5959091
bubolacteus,Bubo lacteus,Bubo lacteus,5959139,"Bubo lacteus (Temminck, 1820)",SPECIES,Animalia,Chordata,Aves,Strigiformes,Strigidae,Bubo,1,44,212,1450,9348,5959091
bubulcusibis,Bubulcus ibis,Bubulcus ibis,2480830,"Bubulcus ibis (Linnaeus, 1758)",SPECIES,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Bubulcus,1,44,212,7190953,3685,2480829
buddlejasaligna,Buddleja saligna,Buddleja saligna,3173331,Buddleja saligna Willd.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Buddleja,6,7707728,220,408,2390,9418333
bufogutturalis,Bufo gutturalis,Amietophrynus gutturalis,2422999,"Amietophrynus gutturalis (Power, 1927)",SPECIES,Animalia,Chordata,Amphibia,Anura,Bufonidae,Amietophrynus,1,44,131,952,6727,2422969
burhinidae,Burhinidae,Burhinidae,9697,Burhinidae,FAMILY,Animalia,Chordata,Aves,Charadriiformes,Burhinidae,,1,44,212,7192402,9697,
burhinuscapensis,Burhinus capensis,Burhinus capensis,2482097,"Burhinus capensis (Lichtenstein, 1823)",SPECIES,Animalia,Chordata,Aves,Charadriiformes,Burhinidae,Burhinus,1,44,212,7192402,9697,2482094
burkeaafricana,Burkea africana,Burkea africana,5348890,Burkea africana Hook.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Burkea,6,7707728,220,1370,5386,2944208
buteobuteo,Buteo buteo,Buteo buteo,2480537,"Buteo buteo (Linnaeus, 1758)",SPECIES,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,1,44,212,7191147,2877,2480517
buteobuteovulpinus,Buteo buteo vulpinus,Buteo buteo vulpinus,5844375,"Buteo buteo vulpinus (Gloger, 1833)",SUBSPECIES,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,1,44,212,7191147,2877,2480517
caelifera,Caelifera,Leptopyrgota caelifera,1630290,"Leptopyrgota caelifera Bernardi, 1992",SPECIES,Animalia,Arthropoda,Insecta,Diptera,Pyrgotidae,Leptopyrgota,1,54,216,811,9505,1630289
calliphoridae,Calliphoridae,Calliphoridae,3335,Calliphoridae,FAMILY,Animalia,Arthropoda,Insecta,Diptera,Calliphoridae,,1,54,216,811,3335,
camelliasinensis,Camellia sinensis,Camellia sinensis,3189635,Camellia sinensis Kuntze,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Theaceae,Camellia,6,7707728,220,1353,3189597,3189634
camelusdromedarius,Camelus dromedarius,Camelus dromedarius,9055455,"Camelus dromedarius Linnaeus, 1758",SPECIES,Animalia,Chordata,Mammalia,Artiodactyla,Camelidae,Camelus,1,44,359,731,5716,2441236
campetherabennettii,Campethera bennettii,Campethera bennettii,2478181,"Campethera bennettii (A.Smith, 1836)",SPECIES,Animalia,Chordata,Aves,Piciformes,Picidae,Campethera,1,44,212,724,9333,2478168
camponotus,Camponotus,Camponotus,1312361,"Camponotus Mayr, 1861",GENUS,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,1,54,216,1457,4342,1312361
camponotusmaculatus,Camponotus maculatus,Camponotus maculatus,1313646,"Camponotus maculatus (Fabricius, 1782)",SPECIES,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,1,54,216,1457,4342,1312361
camptorrhiizastrumosa,Camptorrhiiza strumosa,Caldisphaera lagunensis,1000003,"Caldisphaera lagunensis Itoh et al., 2003",SPECIES,Archaea,Crenarchaeota,Thermoprotei,Acidilobales,Caldisphaeraceae,Caldisphaera,2,79,292,8016360,7785,1000002
canis,Canis,Canis,5219142,"Canis Linnaeus, 1758",GENUS,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,1,44,359,732,9701,5219142
canisadustus,Canis adustus,Canis adustus,5219146,"Canis adustus Sundevall, 1847",SPECIES,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,1,44,359,732,9701,5219142
canislupusfamiliaris,Canis lupus familiaris,Canis lupus familiaris,6164210,"Canis lupus familiaris Linnaeus, 1758",SUBSPECIES,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,1,44,359,732,9701,5219142
canismesomelas,Canis mesomelas,Canis mesomelas,5219216,"Canis mesomelas Schreber, 1775",SPECIES,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,1,44,359,732,9701,5219142
cannabissativa,Cannabis sativa,Cannabis sativa,5361880,Cannabis sativa L.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Cannabaceae,Cannabis,6,7707728,220,691,2384,2984538
capparistomentosa,Capparis tomentosa,Capparis tomentosa,5602023,Capparis tomentosa Lam.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Capparis,6,7707728,220,7225535,3111,3054191
caprahircus,Capra hircus,Capra hircus,2441056,"Capra hircus Linnaeus, 1758",SPECIES,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,1,44,359,731,9614,2441047
caprimulgidae,Caprimulgidae,Caprimulgidae,5225,Caprimulgidae,FAMILY,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,,1,44,212,8510645,5225,
caprimulgus,Caprimulgus,Caprimulgus,2496826,"Caprimulgus Linnaeus, 1758",GENUS,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Caprimulgus,1,44,212,8510645,5225,2496826
caprimulgusrufigena,Caprimulgus rufigena,Caprimulgus rufigena,2496941,"Caprimulgus rufigena A.Smith, 1845",SPECIES,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Caprimulgus,1,44,212,8510645,5225,2496826
carabidae,Carabidae,Carabidae,3792,Carabidae,FAMILY,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,,1,54,216,1470,3792,
caracalcaracal,Caracal caracal,Caracal caracal,2435010,"Caracal caracal (Schreber, 1776)",SPECIES,Animalia,Chordata,Mammalia,Carnivora,Felidae,Caracal,1,44,359,732,9703,2435009
caralluma,Caralluma,Caralluma,3572533,Caralluma R.Br.,GENUS,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Caralluma,6,7707728,220,412,6701,3572533
carebaravidua,Carebara vidua,Carebara vidua,5035449,"Carebara vidua Smith, 1858",SPECIES,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Carebara,1,54,216,1457,4342,1317472
carissabispinosa,Carissa bispinosa,Carissa bispinosa,7600659,Carissa bispinosa (L.) Desf. ex Brenan,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Carissa,6,7707728,220,412,6701,3169761
cassinetransvaalensis,Cassine transvaalensis,Elaeodendron transvaalense,3791033,Elaeodendron transvaalense (Burtt Davy) R.H.Archer,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Celastrales,Celastraceae,Elaeodendron,6,7707728,220,950,6715,7102792
catophractesalexandri,Catophractes alexandri,Catophractes alexandri,4093688,Catophractes alexandri D.Don,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Catophractes,6,7707728,220,408,6655,7298655
cenchrusciliaris,Cenchrus ciliaris,Cenchrus ciliaris,4109540,Cenchrus ciliaris L.,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Cenchrus,6,7707728,196,1369,3073,2703201
centropodiaglauca,Centropodia glauca,Centropodia glauca,5680035,Centropodia glauca (Nees) Cope,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Centropodia,6,7707728,196,1369,3073,3232783
centropussuperciliosus,Centropus superciliosus,Centropus superciliosus,5231960,"Centropus superciliosus Hemprich & Ehrenberg, 1829",SPECIES,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Centropus,1,44,212,1492,9309,2496524
cephalocrotonmollisklotsch,Cephalocroton mollis,Cephalocroton mollis,3055905,Cephalocroton mollis Klotzsch,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Cephalocroton,6,7707728,220,1414,4691,3055904
cephalophusnatalensis,Cephalophus natalensis,Cephalophus natalensis,2441168,"Cephalophus natalensis A.Smith, 1834",SPECIES,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Cephalophus,1,44,359,731,9614,2441152
cerambycidae,Cerambycidae,Cerambycidae,5602,Cerambycidae,FAMILY,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,,1,54,216,1470,5602,
ceratotheriumsimum,Ceratotherium simum,Ceratotherium simum,2440880,"Ceratotherium simum (Burchell, 1817)",SPECIES,Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,1,44,359,795,9415,2440879
cercopithecusmitis,Cercopithecus mitis,Cercopithecus mitis,5219578,"Cercopithecus mitis Wolf, 1822",SPECIES,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,1,44,359,798,9622,2436567
cercotrichascoryphaeus,Cercotrichas coryphaeus,Erythropygia coryphoeus,6100854,"Erythropygia coryphoeus (Vieillot, 1817)",SPECIES,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Erythropygia,1,44,212,729,9322,4845640
ceropegiadistincta,Ceropegia distincta,Ceropegia distincta,7150766,Ceropegia distincta N.E.Br.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Ceropegia,6,7707728,220,412,6701,7150518
ceropegiamultiflorasubsptentaculata,Ceropegia multiflora subsp. tentaculata,Ceropegia multiflora tentaculata,7221795,Ceropegia multiflora subsp. tentaculata (N.E.Br.) Huber,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Ceropegia,6,7707728,220,412,6701,7150518
ceropegianilotica,Ceropegia nilotica,Ceropegia nilotica,3574105,Ceropegia nilotica Kotschy,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Ceropegia,6,7707728,220,412,6701,7150518
ceropegiastenoloba,Ceropegia stenoloba,Ceropegia stenoloba,3573198,Ceropegia stenoloba Hochst. ex Werderm.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Ceropegia,6,7707728,220,412,6701,7150518
chaerephonpumilus,Chaerephon pumilus,Chaerephon pumilus,5707216,"Chaerephon pumilus (Cretzschmar, 1826)",SPECIES,Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Chaerephon,1,44,359,734,5719,2433028
chalicodoma,Chalicodoma,Chalicodoma,1334180,"Chalicodoma Lepeletier, 1841",GENUS,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Chalicodoma,1,54,216,1457,7911,1334180
chamaecristabiensis,Chamaecrista biensis,Chamaecrista biensis,2949559,Chamaecrista biensis (Stey.) Lock,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Chamaecrista,6,7707728,220,1370,5386,2949492
chamaeleo,Chamaeleo,Chamaeleo,9183678,"Chamaeleo Laurenti, 1768",GENUS,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Chamaeleo,1,44,358,715,9453,9183678
chamaeleodilepis,Chamaeleo dilepis,Chamaeleo dilepis,2449077,"Chamaeleo dilepis Leach, 1819",SPECIES,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Chamaeleo,1,44,358,715,9453,9183678
cheilantheshirta,Cheilanthes hirta,Cheilanthes hirta,7335464,Cheilanthes hirta Sw.,SPECIES,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,Cheilanthes,6,7707728,7228684,392,2367,2651736
chilopoda,Chilopoda,Chilopoda,360,Chilopoda,CLASS,Animalia,Arthropoda,Chilopoda,,,,1,54,360,,,
chlorocebusaethiops,Chlorocebus aethiops,Chlorocebus aethiops,2436566,"Chlorocebus aethiops (Linnaeus, 1758)",SPECIES,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,1,44,359,798,9622,2436565
chlorophytumanceps,Chlorophytum anceps,Chlorophytum anceps,2774680,Chlorophytum anceps (Baker) S.Kativu,SPECIES,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Chlorophytum,6,7707728,196,1169,7683,9388590
choiromycesechinulatus,Choiromyces echinulatus,,,,,,,,,,,,,,,,
chrysococcyxcaprius,Chrysococcyx caprius,Chrysococcyx caprius,2496333,"Chrysococcyx caprius (Boddaert, 1783)",SPECIES,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Chrysococcyx,1,44,212,1492,9309,2496313
cicadellidae,Cicadellidae,Cicadellidae,9647,Cicadellidae,FAMILY,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,,1,54,216,809,9647,
cicadidae,Cicadidae,Cicadidae,6049,Cicadidae,FAMILY,Animalia,Arthropoda,Insecta,Hemiptera,Cicadidae,,1,54,216,809,6049,
ciconia,Ciconia,Ciconia,2481908,"Ciconia Brisson, 1760",GENUS,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Ciconia,1,44,212,839,9289,2481908
ciconiaabdimii,Ciconia abdimii,Ciconia abdimii,2481915,"Ciconia abdimii Lichtenstein, 1823",SPECIES,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Ciconia,1,44,212,839,9289,2481908
circus,Circus,Circus,2480481,"Circus Lacépède, 1799",GENUS,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,1,44,212,7191147,2877,2480481
cissampelosmucronata,Cissampelos mucronata,Cissampelos mucronata,3829552,Cissampelos mucronata A.Rich.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Menispermaceae,Cissampelos,6,7707728,220,399,2411,3033936
cissusquadrangularis,Cissus quadrangularis,Cissus quadrangularis,7130673,Cissus quadrangularis L.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Vitales,Vitaceae,Cissus,6,7707728,220,7222050,6672,3039160
cisticolaaridulus,Cisticola aridulus,Cisticola aridulus,2492800,"Cisticola aridulus Witherby, 1900",SPECIES,Animalia,Chordata,Aves,Passeriformes,Cisticolidae,Cisticola,1,44,212,729,9293,2492786
cisticolarufilatus,Cisticola rufilatus,Cisticola rufilatus,2492805,"Cisticola rufilatus (Hartlaub, 1870)",SPECIES,Animalia,Chordata,Aves,Passeriformes,Cisticolidae,Cisticola,1,44,212,729,9293,2492786
citrulluslanatus,Citrullus lanatus,Citrullus lanatus,2874621,Citrullus lanatus (Thunb.) Matsumura & Nakai,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Citrullus,6,7707728,220,7224005,6634,2874620
citrussinensis,Citrus sinensis,Citrus taitensis,3190176,Citrus taitensis Risso,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,6,7707728,220,933,2396,3190155
civettictiscivetta,Civettictis civetta,Civettictis civetta,2434634,"Civettictis civetta (Schreber, 1776)",SPECIES,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Civettictis,1,44,359,732,5312,2434633
clamatorglandarius,Clamator glandarius,Clamator glandarius,2496464,"Clamator glandarius (Linnaeus, 1758)",SPECIES,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Clamator,1,44,212,1492,9309,2496463
clematisoweniae,Clematis oweniae,Clematis oweniae,7597247,Clematis oweniae Harv.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Clematis,6,7707728,220,399,2410,3033512
cleomeangustifolia,Cleome angustifolia,Coalisina tenella,9784600,Coalisina tenella (L.fil.) Roalson & J.C.Hall,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Cleomaceae,Coalisina,6,7707728,220,7225535,3845332,4895196
clerodendrumternatum,Clerodendrum ternatum,Clerodendrum ternatum,7307467,Clerodendrum ternatum Schinz,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Clerodendrum,6,7707728,220,408,2497,2925347
clonia,Clonia,Clonia,1692549,"Clonia Stål, 1855",GENUS,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Clonia,1,54,216,1458,3991,1692549
clutiapulchella,Clutia pulchella,Clutia pulchella,7687849,Clutia pulchella L.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Peraceae,Clutia,6,7707728,220,1414,4896765,7276098
cocciniarehmannii,Coccinia rehmannii,Coccinia rehmannii,3624189,Coccinia rehmannii Cogn.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Coccinia,6,7707728,220,7224005,6634,2874563
cocciniasessilifolia,Coccinia sessilifolia,Coccinia sessilifolia,3624111,Coccinia sessilifolia Cogn.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Coccinia,6,7707728,220,7224005,6634,2874563
coleoptera,Coleoptera,Coleoptera,1470,Coleoptera,ORDER,Animalia,Arthropoda,Insecta,Coleoptera,,,1,54,216,1470,,
coliidae,Coliidae,Coliidae,9305,Coliidae,FAMILY,Animalia,Chordata,Aves,Coliiformes,Coliidae,,1,44,212,721,9305,
colophospermummopane,Colophospermum mopane,Colophospermum mopane,2974567,Colophospermum mopane (J.Kirk ex Benth.) J.Léonard,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Colophospermum,6,7707728,220,1370,5386,2974566
colubridae,Colubridae,Colubridae,6172,Colubridae,FAMILY,Animalia,Chordata,Reptilia,Squamata,Colubridae,,1,44,358,715,6172,
columbaarquatrix,Columba arquatrix,Columba arquatrix,5231873,"Columba arquatrix Temminck, 1808",SPECIES,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,1,44,212,1446,5233,2495404
columbaguinea,Columba guinea,Columba guinea,5231817,"Columba guinea Linnaeus, 1758",SPECIES,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,1,44,212,1446,5233,2495404
combretum,Combretum,Combretum,2986357,Combretum Loefl.,GENUS,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Combretum,6,7707728,220,690,2431,2986357
combretumalbopunctatum,Combretum albopunctatum,Combretum albopunctatum,3698691,Combretum albopunctatum Suess.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Combretum,6,7707728,220,690,2431,2986357
combretumapiculatum,Combretum apiculatum,Combretum apiculatum,3698502,Combretum apiculatum Sond.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Combretum,6,7707728,220,690,2431,2986357
combretumcollinum,Combretum collinum,Combretum collinum,3699477,Combretum collinum Fresen.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Combretum,6,7707728,220,690,2431,2986357
combretumcollinumondogense,Combretum collinum subsp. ondogense,Combretum collinum ondongense,8065782,Combretum collinum subsp. ondongense (Engl. & Diels) Okafor,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Combretum,6,7707728,220,690,2431,2986357
combretumcollinumsubspgazense,Combretum collinum subsp. gazense,Combretum collinum gazense,7630491,Combretum collinum subsp. gazense (Swynn. & E.G.Bak.) Okafor,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Combretum,6,7707728,220,690,2431,2986357
combretumengleri,Combretum engleri,Combretum engleri,3698887,Combretum engleri Schinz,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Combretum,6,7707728,220,690,2431,2986357
combretumerythrophyllum,Combretum erythrophyllum,Combretum erythrophyllum,3698798,Combretum erythrophyllum Sond.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Combretum,6,7707728,220,690,2431,2986357
combretumhereroense,Combretum hereroense,Combretum hereroense,7166924,Combretum hereroense Schinz,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Combretum,6,7707728,220,690,2431,2986357
combretumimberbe,Combretum imberbe,Combretum imberbe,3699651,Combretum imberbe Wawra,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Combretum,6,7707728,220,690,2431,2986357
combretummolle,Combretum molle,Combretum molle,7961582,Combretum molle R.Br. ex G.Don,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Combretum,6,7707728,220,690,2431,2986357
combretumplatypetalum,Combretum platypetalum,Combretum platypetalum,3699075,Combretum platypetalum Welw. ex M.A.Lawson,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Combretum,6,7707728,220,690,2431,2986357
combretumpsidioides,Combretum psidioides,Combretum psidioides,7327073,Combretum psidioides Welw.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Combretum,6,7707728,220,690,2431,2986357
combretumzeyheri,Combretum zeyheri,Combretum zeyheri,3698630,Combretum zeyheri Sond.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Combretum,6,7707728,220,690,2431,2986357
commelinaforskalaei,Commelina forskalaei,Commelina forskalaei,3697010,Commelina forskalaei Vahl,SPECIES,Plantae,Tracheophyta,Liliopsida,Commelinales,Commelinaceae,Commelina,6,7707728,196,553,2763195,2763939
commelinalivingstonii,Commelina Livingstonii,Commelina erecta livingstonii,8268360,Commelina erecta subsp. livingstonii (C.B.Clarke) J.K.Morton,SUBSPECIES,Plantae,Tracheophyta,Liliopsida,Commelinales,Commelinaceae,Commelina,6,7707728,196,553,2763195,2763939
commelinasubulata,Commelina subulata,Commelina subulata,2764438,Commelina subulata Roth,SPECIES,Plantae,Tracheophyta,Liliopsida,Commelinales,Commelinaceae,Commelina,6,7707728,196,553,2763195,2763939
commicarpuspentandrusburchheimerl,Commicarpus pentandrus,Commicarpus pentandrus,3700941,Commicarpus pentandrus (Burch.) Heimerl,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,Commicarpus,6,7707728,220,422,6718,6435354
commiphoraafricana,Commiphora africana,Commiphora africana,7286896,Commiphora africana (Rich.) Engl.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Burseraceae,Commiphora,6,7707728,220,933,6659,2972896
commiphoraangolensis,Commiphora angolensis,Commiphora angolensis,3994043,Commiphora angolensis Engl.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Burseraceae,Commiphora,6,7707728,220,933,6659,2972896
commiphoraglandulosa,Commiphora glandulosa,Commiphora glandulosa,3993045,Commiphora glandulosa Schinz,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Burseraceae,Commiphora,6,7707728,220,933,6659,2972896
commiphoramollis,Commiphora mollis,Commiphora mollis,8109315,Commiphora mollis Engl.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Burseraceae,Commiphora,6,7707728,220,933,6659,2972896
commiphorapyracanthoides,Commiphora pyracanthoides,Commiphora pyracanthoides,3993726,Commiphora pyracanthoides Engl.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Burseraceae,Commiphora,6,7707728,220,933,6659,2972896
connochaetesgnou,Connochaetes gnou,Connochaetes gnou,2441106,"Connochaetes gnou (Zimmermann, 1780)",SPECIES,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Connochaetes,1,44,359,731,9614,2441104
connochaetestaurinus,Connochaetes taurinus,Connochaetes taurinus,2441105,"Connochaetes taurinus (Burchell, 1823)",SPECIES,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Connochaetes,1,44,359,731,9614,2441104
conyzabonariensis,Conyza bonariensis,Erigeron bonariensis,3146717,Erigeron bonariensis L.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,6,7707728,220,414,3065,3146588
coraciascaudatus,Coracias caudatus,Coracias caudatus,2475360,"Coracias caudatus Linnaeus, 1766",SPECIES,Animalia,Chordata,Aves,Coraciiformes,Coraciidae,Coracias,1,44,212,1447,9307,2475359
